source country,source sector,source sector group,color,target country,target sector,target sector group,amount,year
Japan,Manufacture of communication equipment,Manufacture and production,red,Taiwan,Manufacture of communication equipment,Manufacture and production,2329.40802828,2009
USA,Manufacture of machinery,Manufacture and production,red,Canada,Construction,Utilities,2324.69663151,2009
Germany,Manufacture of motor vehicles,Manufacture and production,red,China,Manufacture of motor vehicles,Manufacture and production,2315.74024541,2009
USA,Plastics,Manufacture and production,red,Mexico,Manufacture of rubber and plastic products,Manufacture and production,2311.3130569,2009
RoW Asia and Pacific,Chemicals,Manufacture and production,red,United Kingdom,Health and social work,Services,2248.72702528,2009
Japan,Plastics,Manufacture and production,red,China,Manufacture of rubber and plastic products,Manufacture and production,2235.17123599,2009
South Korea,Manufacture of communication equipment,Manufacture and production,red,Taiwan,Manufacture of communication equipment,Manufacture and production,2228.64712826,2009
China,Manufacture of office machinery and computers,Manufacture and production,red,USA,Manufacture of office machinery and computers,Manufacture and production,2221.8338651,2009
RoW America,Copper production,Manufacture and production,red,China,Copper production,Manufacture and production,2172.7494081,2009
USA,Chemicals,Manufacture and production,red,Germany,Health and social work,Services,2140.84562037,2009
China,Manufacture of communication equipment,Manufacture and production,red,RoW Asia and Pacific,Manufacture of office machinery and computers,Manufacture and production,2138.08805558,2009
Germany,Manufacture of motor vehicles,Manufacture and production,red,Spain,Manufacture of motor vehicles,Manufacture and production,2137.32658777,2009
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,2104.80032884,2009
RoW Asia and Pacific,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,2092.98359631,2009
RoW America,Copper production,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,2067.15369056,2009
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,South Korea,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,2041.95570964,2009
Japan,Manufacture of electrical machinery,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,1991.58476854,2009
China,Chemicals,Manufacture and production,red,India,Chemicals,Manufacture and production,1966.23845129,2009
USA,Chemicals,Manufacture and production,red,Japan,Chemicals,Manufacture and production,1896.74990453,2009
RoW America,Petroleum Refinery,Manufacture and production,red,USA,Public administration and defence; social security,Services,1877.39568457,2009
France,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,1857.46824827,2009
USA,Manufacture of rubber and plastic products,Manufacture and production,red,Mexico,Manufacture of motor vehicles,Manufacture and production,1817.61968373,2009
RoW Asia and Pacific,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,1816.67330863,2009
USA,Manufacture of other transport equipment,Manufacture and production,red,China,Manufacture of other transport equipment,Manufacture and production,1804.15827173,2009
Australia,Precious metals production,Manufacture and production,red,India,Casting of metals,Manufacture and production,1781.08021244,2009
Japan,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,1772.76882604,2009
USA,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,1764.03963128,2009
USA,Chemicals,Manufacture and production,red,France,Plastics,Manufacture and production,1740.03167521,2009
RoW Asia and Pacific,Chemicals,Manufacture and production,red,South Korea,Chemicals,Manufacture and production,1739.52297453,2009
RoW America,Manufacture of motor vehicles,Manufacture and production,red,Brazil,Manufacture of motor vehicles,Manufacture and production,1692.22801954,2009
Canada,Paper,Manufacture and production,red,USA,Paper,Manufacture and production,1684.06793973,2009
USA,Manufacture of office machinery and computers,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,1677.08812942,2009
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1641.45805415,2009
RoW Asia and Pacific,Manufacture of communication equipment,Manufacture and production,red,Japan,Manufacture of communication equipment,Manufacture and production,1637.43862727,2009
France,Manufacture of motor vehicles,Manufacture and production,red,Spain,Manufacture of motor vehicles,Manufacture and production,1610.8796103,2009
China,Manufacture of office machinery and computers,Manufacture and production,red,USA,Public administration and defence; social security,Services,1606.54789162,2009
Japan,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,1597.24348733,2009
RoW Asia and Pacific,Petroleum Refinery,Manufacture and production,red,China,Cultivation of paddy rice,"Agriculture, forestry and fishing",1581.3271775,2009
RoW Middle East,Chemicals,Manufacture and production,red,China,Chemicals,Manufacture and production,1574.42416104,2009
Canada,Petroleum Refinery,Manufacture and production,red,USA,Public administration and defence; social security,Services,1564.48059977,2009
China,Manufacture of machinery,Manufacture and production,red,USA,Manufacture of machinery,Manufacture and production,1549.59802724,2009
RoW Asia and Pacific,Manufacture of motor vehicles,Manufacture and production,red,Indonesia,Manufacture of motor vehicles,Manufacture and production,1537.93454755,2009
South Korea,Manufacture of communication equipment,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,1537.08214649,2009
RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,Indonesia,Construction,Utilities,1520.01201426,2009
South Korea,Manufacture of electrical machinery,Manufacture and production,red,China,Manufacture of electrical machinery,Manufacture and production,1511.98165582,2009
South Korea,Petroleum Refinery,Manufacture and production,red,China,Cultivation of paddy rice,"Agriculture, forestry and fishing",1501.79821307,2009
China,Manufacture of communication equipment,Manufacture and production,red,Mexico,Manufacture of communication equipment,Manufacture and production,1479.98968813,2009
Germany,Manufacture of motor vehicles,Manufacture and production,red,United Kingdom,Manufacture of motor vehicles,Manufacture and production,1479.86237896,2009
Germany,Manufacture of machinery,Manufacture and production,red,Italy,Manufacture of machinery,Manufacture and production,1473.05248089,2009
USA,Chemicals,Manufacture and production,red,South Korea,Chemicals,Manufacture and production,1469.10335782,2009
France,Manufacture of other transport equipment,Manufacture and production,red,Germany,Manufacture of other transport equipment,Manufacture and production,1463.13538402,2009
Canada,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,1446.69541359,2009
China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1443.65959474,2009
China,Manufacture of electrical machinery,Manufacture and production,red,RoW Asia and Pacific,Manufacture of electrical machinery,Manufacture and production,1427.40390786,2009
China,Manufacture of office machinery and computers,Manufacture and production,red,USA,Other business activities,Services,1414.83794984,2009
Spain,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,1407.79300259,2009
China,Manufacture of electrical machinery,Manufacture and production,red,USA,Construction,Utilities,1402.07461855,2009
RoW Middle East,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,1359.26533088,2009
USA,Chemicals,Manufacture and production,red,Canada,Manufacture of rubber and plastic products,Manufacture and production,1358.68424845,2009
Japan,Manufacture of motor vehicles,Manufacture and production,red,RoW Middle East,Manufacture of motor vehicles,Manufacture and production,1355.81530122,2009
Mexico,Manufacture of communication equipment,Manufacture and production,red,USA,Manufacture of communication equipment,Manufacture and production,1354.63500141,2009
USA,Manufacture of rubber and plastic products,Manufacture and production,red,Canada,Construction,Utilities,1345.04031224,2009
Hungary,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,1333.98368469,2009
Spain,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,1348.64139995,2009
France,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,1268.44914252,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,1150.40172613,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,914.326301476,2009
USA,Hotels and restaurants,Utilities,cyan,China,Other business activities,Services,819.964448803,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Japan,Wholesale trade and commission trade,Utilities,774.499925877,2009
USA,Hotels and restaurants,Utilities,cyan,China,Public administration and defence; social security,Services,760.977761745,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Africa,Real estate activities,Services,711.517042339,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Ireland,Manufacture of office machinery and computers,Manufacture and production,668.188032726,2009
USA,Hotels and restaurants,Utilities,cyan,China,Construction,Utilities,631.030474326,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Africa,Other business activities,Services,629.093586787,2009
Italy,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,603.235028917,2009
USA,Hotels and restaurants,Utilities,cyan,France,Public administration and defence; social security,Services,596.028906501,2009
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,Germany,Petroleum Refinery,Manufacture and production,590.207650569,2009
China,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,571.319313599,2009
Germany,Construction,Utilities,cyan,Japan,Construction,Utilities,555.434818177,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,USA,Wholesale trade and commission trade,Utilities,549.685200902,2009
USA,Hotels and restaurants,Utilities,cyan,France,Other business activities,Services,548.463907026,2009
RoW America,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,537.960567999,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Construction,Utilities,537.684710027,2009
RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,China,Manufacture of motor vehicles,Manufacture and production,519.978058642,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Public administration and defence; social security,Services,495.840107325,2009
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,South Korea,Post and telecommunications,Services,489.903185368,2009
Germany,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,480.706620719,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Air transport,Services,477.580944998,2009
Germany,Construction,Utilities,cyan,Japan,Real estate activities,Services,455.848708723,2009
USA,Hotels and restaurants,Utilities,cyan,France,Health and social work,Services,454.645069703,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,South Korea,Post and telecommunications,Services,449.652792847,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Activities of membership organisation,Services,448.665065498,2009
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,418.584985482,2009
USA,Hotels and restaurants,Utilities,cyan,China,Education,Services,417.539658504,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Supporting and auxiliary transport activities,Services,389.512340435,2009
South Korea,Construction,Utilities,cyan,Japan,Construction,Utilities,384.535190847,2009
Spain,Hotels and restaurants,Utilities,cyan,USA,Other business activities,Services,376.157556346,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Manufacture of machinery,Manufacture and production,359.124774894,2009
France,Hotels and restaurants,Utilities,cyan,USA,Other business activities,Services,353.554794976,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,"Recreational, cultural and sporting activities",Services,351.66696772,2009
RoW Asia and Pacific,"Retail trade, except of motor vehicles",Utilities,cyan,Italy,Petroleum Refinery,Manufacture and production,349.435971294,2009
USA,Hotels and restaurants,Utilities,cyan,France,Construction,Utilities,338.390542147,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,RoW America,Hotels and restaurants,Utilities,330.883934512,2009
South Korea,Construction,Utilities,cyan,Japan,Real estate activities,Services,316.289314279,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Other land transport,Services,313.217490025,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Germany,Manufacture of motor vehicles,Manufacture and production,312.737011086,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Financial intermediation,Services,309.073363512,2009
Germany,Transport via railways,Utilities,cyan,France,Transport via railways,Utilities,304.146659029,2009
Japan,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,303.869891732,2009
China,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,296.350770343,2009
USA,Hotels and restaurants,Utilities,cyan,France,Other service activities,Services,286.350941713,2009
Spain,Hotels and restaurants,Utilities,cyan,USA,Financial intermediation,Services,285.970239025,2009
United Kingdom,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,280.687347013,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Germany,Wholesale trade and commission trade,Utilities,276.239590906,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Other business activities,Services,275.106863631,2009
RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,China,Other land transport,Services,272.97381238,2009
RoW Asia and Pacific,Transport via railways,Utilities,cyan,France,Transport via railways,Utilities,271.897375105,2009
France,Construction,Utilities,cyan,Japan,Construction,Utilities,271.223634762,2009
France,Hotels and restaurants,Utilities,cyan,USA,Financial intermediation,Services,268.894253915,2009
Germany,Construction,Utilities,cyan,France,Construction,Utilities,267.606363005,2009
USA,Hotels and restaurants,Utilities,cyan,China,Manufacture of machinery,Manufacture and production,258.423224585,2009
China,"Retail trade, except of motor vehicles",Utilities,cyan,Germany,Petroleum Refinery,Manufacture and production,257.591828133,2009
USA,Hotels and restaurants,Utilities,cyan,China,Financial intermediation,Services,250.373867157,2009
USA,Hotels and restaurants,Utilities,cyan,China,Chemicals,Manufacture and production,249.876178267,2009
USA,Hotels and restaurants,Utilities,cyan,United Kingdom,Health and social work,Services,245.170641245,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Activities auxiliary to financial intermediation,Services,236.283340656,2009
RoW Asia and Pacific,"Sale, maintenance, repair of motor vehicles",Utilities,cyan,South Korea,Manufacture of gas,Manufacture and production,234.807466397,2009
France,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,234.106743587,2009
Spain,Hotels and restaurants,Utilities,cyan,USA,Computer and related activities,Services,225.947043573,2009
France,Construction,Utilities,cyan,Japan,Real estate activities,Services,223.087872052,2009
Australia,Wholesale trade and commission trade,Utilities,cyan,RoW Asia and Pacific,Chemicals,Manufacture and production,221.690776038,2009
USA,Hotels and restaurants,Utilities,cyan,China,Activities of membership organisation,Services,220.398461132,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Manufacture of motor vehicles,Manufacture and production,219.446102366,2009
France,Hotels and restaurants,Utilities,cyan,USA,Computer and related activities,Services,212.437443341,2009
Australia,Hotels and restaurants,Utilities,cyan,USA,Public administration and defence; social security,Services,212.112778973,2009
USA,Hotels and restaurants,Utilities,cyan,France,"Recreational, cultural and sporting activities",Services,212.076200567,2009
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,France,Public administration and defence; social security,Services,211.919017261,2009
Germany,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,210.514573267,2009
Japan,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,209.924274006,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,RoW America,Health and social work,Services,209.160123915,2009
USA,Hotels and restaurants,Utilities,cyan,China,Real estate activities,Services,209.145128713,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Manufacture of textiles,Manufacture and production,208.249069725,2009
Ireland,Wholesale trade and commission trade,Utilities,cyan,USA,Chemicals,Manufacture and production,208.059012407,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,France,Wholesale trade and commission trade,Utilities,204.635208498,2009
China,"Retail trade, except of motor vehicles",Utilities,cyan,South Korea,Post and telecommunications,Services,203.532622022,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,Germany,Manufacture of machinery,Manufacture and production,203.451961968,2009
South Korea,Construction,Utilities,cyan,France,Construction,Utilities,200.81328946,2009
China,Wholesale trade and commission trade,Utilities,cyan,Ireland,Computer and related activities,Services,200.718378648,2009
USA,Hotels and restaurants,Utilities,cyan,Germany,Manufacture of fabricated metal products,Manufacture and production,199.501560722,2009
France,"Retail trade, except of motor vehicles",Utilities,cyan,Germany,Petroleum Refinery,Manufacture and production,196.155655034,2009
Spain,Hotels and restaurants,Utilities,cyan,USA,Activities auxiliary to financial intermediation,Services,195.897783013,2009
RoW Asia and Pacific,Hotels and restaurants,Utilities,cyan,France,Other business activities,Services,195.434701548,2009
Germany,Construction,Utilities,cyan,Spain,Construction,Utilities,195.389720278,2009
Ireland,"Retail trade, except of motor vehicles",Utilities,cyan,Germany,Petroleum Refinery,Manufacture and production,193.583613346,2009
France,Hotels and restaurants,Utilities,cyan,China,Other business activities,Services,191.134532225,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Aluminium production,Manufacture and production,189.720952904,2009
Spain,Hotels and restaurants,Utilities,cyan,China,Other business activities,Services,189.067547211,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Manufacture of furniture,Manufacture and production,188.051310795,2009
USA,Hotels and restaurants,Utilities,cyan,United Kingdom,Public administration and defence; social security,Services,185.406811224,2009
United Kingdom,Distribution and trade of electricity,Utilities,cyan,USA,Public administration and defence; social security,Services,185.315391358,2009
France,Hotels and restaurants,Utilities,cyan,USA,Activities auxiliary to financial intermediation,Services,184.332087942,2009
USA,Hotels and restaurants,Utilities,cyan,France,Activities of membership organisation,Services,184.134042983,2009
RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,cyan,China,Paper,Manufacture and production,180.241282994,2009
RoW America,Insurance and pension funding,Services,purple,USA,Insurance and pension funding,Services,8464.80750615,2009
United Kingdom,Insurance and pension funding,Services,purple,USA,Insurance and pension funding,Services,6527.33311827,2009
USA,Other business activities,Services,purple,Germany,Other business activities,Services,6063.05495873,2009
Germany,Research and development,Services,purple,USA,Public administration and defence; social security,Services,2826.71895361,2009
United Kingdom,Other business activities,Services,purple,USA,Public administration and defence; social security,Services,2664.42688186,2009
RoW America,Insurance and pension funding,Services,purple,USA,Health and social work,Services,2523.78065025,2009
USA,Financial intermediation,Services,purple,United Kingdom,Real estate activities,Services,2508.20820383,2009
USA,Other business activities,Services,purple,United Kingdom,Other business activities,Services,2396.20161166,2009
Ireland,Insurance and pension funding,Services,purple,USA,Insurance and pension funding,Services,2279.83483865,2009
Germany,Other business activities,Services,purple,USA,Public administration and defence; social security,Services,2060.89101956,2009
United Kingdom,Insurance and pension funding,Services,purple,USA,Health and social work,Services,1947.05912594,2009
USA,Other business activities,Services,purple,Ireland,Other business activities,Services,1722.91885204,2009
United Kingdom,Financial intermediation,Services,purple,USA,Financial intermediation,Services,1570.14785219,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,Japan,Sea and coastal water transport,Services,1488.48321961,2009
United Kingdom,Other business activities,Services,purple,USA,Other business activities,Services,1444.76541382,2009
Switzerland,Insurance and pension funding,Services,purple,USA,Insurance and pension funding,Services,1443.5576252,2009
USA,Insurance and pension funding,Services,purple,Ireland,Insurance and pension funding,Services,1354.39981096,2009
RoW Middle East,Research and development,Services,purple,USA,Public administration and defence; social security,Services,1322.80271282,2009
USA,Other business activities,Services,purple,Netherlands,Other business activities,Services,1309.17034896,2009
USA,Other business activities,Services,purple,Ireland,Publishing and reproduction of recorded media,Manufacture and production,1299.83077983,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,USA,Public administration and defence; social security,Services,1297.00685602,2009
United Kingdom,Research and development,Services,purple,USA,Public administration and defence; social security,Services,1265.12392434,2009
USA,Other business activities,Services,purple,Germany,Real estate activities,Services,1180.27955461,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,South Korea,Sea and coastal water transport,Services,1164.42346664,2009
Germany,Other business activities,Services,purple,USA,Other business activities,Services,1146.57760358,2009
RoW America,Insurance and pension funding,Services,purple,USA,Other business activities,Services,1130.58490442,2009
Netherlands,Other business activities,Services,purple,USA,Public administration and defence; social security,Services,1120.68980388,2009
USA,Other business activities,Services,purple,France,Other business activities,Services,1090.87942004,2009
USA,Other business activities,Services,purple,China,Construction,Utilities,1059.19995074,2009
Japan,Sea and coastal water transport,Services,purple,USA,Public administration and defence; social security,Services,1041.32525355,2009
France,Other business activities,Services,purple,USA,Public administration and defence; social security,Services,1025.64881537,2009
USA,Renting of machinery and equipment,Services,purple,Ireland,Chemicals,Manufacture and production,992.439613845,2009
Germany,Sea and coastal water transport,Services,purple,Japan,Sea and coastal water transport,Services,986.847420624,2009
Germany,Sea and coastal water transport,Services,purple,USA,Public administration and defence; social security,Services,966.712134986,2009
RoW Asia and Pacific,Financial intermediation,Services,purple,United Kingdom,Real estate activities,Services,908.702325247,2009
USA,Other business activities,Services,purple,Ireland,Wholesale trade and commission trade,Utilities,887.718763889,2009
United Kingdom,Insurance and pension funding,Services,purple,USA,Other business activities,Services,873.019708484,2009
USA,Other business activities,Services,purple,Germany,Manufacture of motor vehicles,Manufacture and production,873.013819919,2009
USA,Financial intermediation,Services,purple,RoW Middle East,Real estate activities,Services,872.144329103,2009
United Kingdom,Other business activities,Services,purple,Germany,Other business activities,Services,865.798262804,2009
USA,Other business activities,Services,purple,Germany,Public administration and defence; social security,Services,842.620735552,2009
Germany,Insurance and pension funding,Services,purple,USA,Insurance and pension funding,Services,839.438727156,2009
Germany,Other business activities,Services,purple,United Kingdom,Other business activities,Services,803.626760551,2009
France,Research and development,Services,purple,USA,Public administration and defence; social security,Services,784.21524922,2009
Japan,Sea and coastal water transport,Services,purple,China,Sea and coastal water transport,Services,774.375204176,2009
United Kingdom,Financial intermediation,Services,purple,RoW Middle East,Real estate activities,Services,759.57148357,2009
China,Sea and coastal water transport,Services,purple,USA,Public administration and defence; social security,Services,734.498085522,2009
USA,Financial intermediation,Services,purple,RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,729.271664315,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,China,Sea and coastal water transport,Services,721.585671415,2009
USA,Financial intermediation,Services,purple,RoW America,Real estate activities,Services,713.696884632,2009
China,Sea and coastal water transport,Services,purple,Japan,Sea and coastal water transport,Services,698.086767101,2009
USA,Other business activities,Services,purple,France,Construction,Utilities,697.393236915,2009
USA,Other business activities,Services,purple,Ireland,Financial intermediation,Services,694.495711441,2009
USA,Financial intermediation,Services,purple,RoW Middle East,Financial intermediation,Services,692.113900338,2009
Ireland,Insurance and pension funding,Services,purple,USA,Health and social work,Services,680.309285538,2009
United Kingdom,Other business activities,Services,purple,USA,Financial intermediation,Services,678.545033451,2009
United Kingdom,Post and telecommunications,Services,purple,USA,Post and telecommunications,Services,661.35950307,2009
Netherlands,Other business activities,Services,purple,Germany,Other business activities,Services,655.528001426,2009
United Kingdom,Financial intermediation,Services,purple,RoW Asia and Pacific,Wholesale trade and commission trade,Utilities,654.845210252,2009
Ireland,Computer and related activities,Services,purple,USA,Public administration and defence; social security,Services,654.03853125,2009
USA,Other business activities,Services,purple,United Kingdom,Computer and related activities,Services,652.799251789,2009
USA,Other business activities,Services,purple,Switzerland,Other business activities,Services,651.97241452,2009
Germany,Sea and coastal water transport,Services,purple,China,Sea and coastal water transport,Services,644.00103649,2009
Netherlands,Other business activities,Services,purple,United Kingdom,Other business activities,Services,638.373796238,2009
United Kingdom,Financial intermediation,Services,purple,RoW America,Real estate activities,Services,628.754332867,2009
Japan,Sea and coastal water transport,Services,purple,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,623.921081213,2009
France,Other business activities,Services,purple,Germany,Other business activities,Services,623.329844671,2009
France,Other business activities,Services,purple,United Kingdom,Other business activities,Services,622.865975603,2009
Netherlands,Other business activities,Services,purple,USA,Other business activities,Services,622.30830489,2009
USA,Research and development,Services,purple,Germany,Public administration and defence; social security,Services,617.26862305,2009
Japan,Sea and coastal water transport,Services,purple,South Korea,Sea and coastal water transport,Services,616.883125712,2009
China,Sea and coastal water transport,Services,purple,South Korea,Sea and coastal water transport,Services,613.724177143,2009
United Kingdom,Financial intermediation,Services,purple,RoW Middle East,Financial intermediation,Services,603.343371617,2009
Germany,Sea and coastal water transport,Services,purple,South Korea,Sea and coastal water transport,Services,595.253903574,2009
RoW America,Insurance and pension funding,Services,purple,USA,Financial intermediation,Services,589.717484704,2009
RoW America,Insurance and pension funding,Services,purple,USA,Real estate activities,Services,586.053670311,2009
USA,Research and development,Services,purple,Ireland,Chemicals,Manufacture and production,584.943331568,2009
United Kingdom,Other business activities,Services,purple,USA,Computer and related activities,Services,584.244571229,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,581.45572552,2009
France,Other business activities,Services,purple,USA,Other business activities,Services,572.145573273,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,Denmark,Sea and coastal water transport,Services,571.255874336,2009
RoW Asia and Pacific,Financial intermediation,Services,purple,USA,Financial intermediation,Services,557.950605448,2009
USA,Air transport,Services,purple,China,Cultivation of paddy rice,"Agriculture, forestry and fishing",557.534929366,2009
United Kingdom,Financial intermediation,Services,purple,Luxembourg,Activities auxiliary to financial intermediation,Services,547.362613086,2009
RoW Asia and Pacific,Supporting and auxiliary transport activities,Services,purple,Germany,Air transport,Services,546.434630056,2009
Germany,Other business activities,Services,purple,USA,Financial intermediation,Services,539.249859682,2009
RoW Asia and Pacific,Financial intermediation,Services,purple,Luxembourg,Activities auxiliary to financial intermediation,Services,529.799100118,2009
United Kingdom,Sea and coastal water transport,Services,purple,Japan,Sea and coastal water transport,Services,527.859692186,2009
USA,Other business activities,Services,purple,Germany,Health and social work,Services,525.474250354,2009
RoW Asia and Pacific,Supporting and auxiliary transport activities,Services,purple,Germany,Supporting and auxiliary transport activities,Services,524.060963014,2009
South Korea,Sea and coastal water transport,Services,purple,USA,Public administration and defence; social security,Services,519.074112029,2009
Germany,Sea and coastal water transport,Services,purple,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,518.885568816,2009
USA,Other business activities,Services,purple,Ireland,Chemicals,Manufacture and production,517.617781016,2009
RoW Asia and Pacific,Sea and coastal water transport,Services,purple,France,Sea and coastal water transport,Services,515.691657805,2009
USA,Other business activities,Services,purple,Ireland,Air transport,Services,513.943759069,2009
USA,Other business activities,Services,purple,Ireland,Production of meat products,Manufacture and production,512.381078918,2009
RoW America,Insurance and pension funding,Services,purple,USA,Other land transport,Services,503.519404879,2009
South Korea,Sea and coastal water transport,Services,purple,Japan,Sea and coastal water transport,Services,500.543691651,2009
USA,Other business activities,Services,purple,Russia,Other business activities,Services,494.747090016,2009
United Kingdom,Other business activities,Services,purple,USA,Post and telecommunications,Services,492.674442591,2009
USA,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Processing vegetable oils and fats,Manufacture and production,4467.26880486,2010
RoW America,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Processing vegetable oils and fats,Manufacture and production,2841.68183466,2010
USA,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Plastics,Manufacture and production,2730.0185089,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,China,Processing of food products,Manufacture and production,2636.9719385,2010
Russia,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,2230.11847048,2010
USA,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,Japan,Processing of food products,Manufacture and production,2007.51092678,2010
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,China,Processing of food products,Manufacture and production,1814.66107563,2010
USA,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,Taiwan,Processing of food products,Manufacture and production,1737.7297066,2010
