latitude,longitude,year
35.84,103.45,2018
,,2018
4.0,-71.25,2018
-13.0,-53.0,2018
,,2018
40.83,-96.58,2018
14.0,101.0,2018
,,2018
9.0,10.0,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
23.0,-102.0,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
4.0,-71.25,2018
40.83,-98.58,2018
,,2018
-25.5,137.0,2018
35.84,103.45,2018
,,2018
4.0,-71.25,2018
14.0,101.0,2018
,,2018
4.0,-71.25,2018
35.84,103.45,2018
,,2018
-13.0,-51.0,2018
35.84,103.45,2018
,,2018
4.0,-71.25,2018
23.72,44.12,2018
,,2018
40.83,-96.58,2018
14.0,101.0,2018
,,2018
9.0,10.0,2018
14.0,101.0,2018
,,2018
14.0,103.0,2018
23.72,44.12,2018
,,2018
14.0,103.0,2018
40.83,-98.58,2018
,,2018
4.0,-71.25,2018
40.83,-98.58,2018
,,2018
40.83,-96.58,2018
23.72,44.12,2018
,,2018
14.0,103.0,2018
35.0,136.0,2018
,,2018
40.83,-96.58,2018
36.0,128.0,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
9.0,10.0,2018
40.83,-98.58,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
35.84,103.45,2018
,,2018
4.0,-71.25,2018
35.84,103.45,2018
,,2018
-25.5,137.0,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
23.0,-102.0,2018
,,2018
66.42,96.25,2018
23.72,44.12,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
14.0,103.0,2018
40.83,-98.58,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
-13.0,-51.0,2018
23.72,44.12,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
60.0,-104.0,2018
35.84,103.45,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
14.0,103.0,2018
24.0,121.0,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
-13.0,-51.0,2018
24.0,121.0,2018
,,2018
49.0,34.0,2018
23.72,44.12,2018
,,2018
14.0,103.0,2018
22.8,80.0,2018
,,2018
40.83,-96.58,2018
35.84,103.45,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
60.0,-104.0,2018
40.83,-98.58,2018
,,2018
9.0,10.0,2018
35.84,103.45,2018
,,2018
23.0,-100.0,2018
40.83,-98.58,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
35.84,103.45,2018
,,2018
-25.5,137.0,2018
-1.0,115.0,2018
,,2018
60.0,-104.0,2018
40.83,-98.58,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
49.0,34.0,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
4.0,-73.25,2018
,,2018
4.0,-71.25,2018
35.84,103.45,2018
,,2018
-13.0,-51.0,2018
35.84,103.45,2018
,,2018
9.0,10.0,2018
40.83,-98.58,2018
,,2018
14.0,103.0,2018
36.0,128.0,2018
,,2018
4.0,-71.25,2018
40.83,-98.58,2018
,,2018
-13.0,-51.0,2018
14.0,101.0,2018
,,2018
40.83,-96.58,2018
-1.0,115.0,2018
,,2018
14.0,103.0,2018
23.72,44.12,2018
,,2018
9.0,10.0,2018
22.8,80.0,2018
,,2018
60.0,-104.0,2018
35.84,103.45,2018
,,2018
66.42,96.25,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
14.0,101.0,2018
,,2018
-13.0,-51.0,2018
14.0,101.0,2018
,,2018
14.0,103.0,2018
22.8,80.0,2018
,,2018
-13.0,-51.0,2018
35.84,103.45,2018
,,2018
4.0,-71.25,2018
35.84,103.45,2018
,,2018
66.42,96.25,2018
14.0,101.0,2018
,,2018
14.0,103.0,2018
35.84,103.45,2018
,,2018
40.83,-96.58,2018
23.72,44.12,2018
,,2018
-25.5,137.0,2018
14.0,101.0,2018
,,2018
9.0,10.0,2018
23.72,44.12,2018
,,2018
22.8,82.0,2018
23.72,44.12,2018
,,2018
40.83,-96.58,2018
35.0,136.0,2018
,,2018
14.0,103.0,2018
36.0,128.0,2018
,,2018
14.0,103.0,2018
-1.0,115.0,2018
,,2018
14.0,103.0,2018
40.83,-98.58,2018
,,2018
-25.5,137.0,2018
35.84,103.45,2018
,,2018
-25.5,137.0,2018
14.0,101.0,2018
,,2018
40.83,-96.58,2018
35.0,136.0,2018
,,2018
60.0,-104.0,2018
40.83,-98.58,2018
,,2018
9.0,10.0,2018
52.32,5.55,2018
,,2018
-25.5,137.0,2018
14.0,101.0,2018
,,2018
14.0,103.0,2018
40.83,-98.58,2018
,,2018
49.0,34.0,2018
23.72,44.12,2018
,,2018
66.42,96.25,2018
39.0,36.0,2018
,,2018
35.84,105.45,2018
14.0,101.0,2018
,,2018
-26.6756,133.382,2018
35.0,136.0,2018
,,2018
22.5444,42.502,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
22.8,80.0,2018
,,2018
22.5444,42.502,2018
35.0,136.0,2018
,,2018
65.2444,92.632,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
36.0,128.0,2018
,,2018
58.8244,-107.618,2018
40.83,-98.58,2018
,,2018
2.8244,-74.868,2018
40.83,-98.58,2018
,,2018
-26.6756,133.382,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
40.83,-98.58,2018
,,2018
-14.1756,-54.618,2018
35.84,103.45,2018
,,2018
7.8244,6.382,2018
35.84,103.45,2018
,,2018
2.8244,-74.868,2018
35.84,103.45,2018
,,2018
12.8244,99.382,2018
42.5,12.5,2018
,,2018
22.5444,42.502,2018
14.0,101.0,2018
,,2018
-14.1756,-54.618,2018
35.84,103.45,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
39.6544,-100.198,2018
60.0,-106.0,2018
,,2018
2.8244,-74.868,2018
22.8,80.0,2018
,,2018
39.6544,-100.198,2018
35.84,103.45,2018
,,2018
53.4244,-3.618,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
24.0,121.0,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
42.5,12.5,2018
,,2018
65.2444,92.632,2018
51.0,10.0,2018
,,2018
65.2444,92.632,2018
52.32,5.55,2018
,,2018
53.4244,-3.618,2018
52.32,5.55,2018
,,2018
22.5444,42.502,2018
14.0,101.0,2018
,,2018
65.2444,92.632,2018
36.0,128.0,2018
,,2018
7.8244,6.382,2018
22.8,80.0,2018
,,2018
39.6544,-100.198,2018
36.0,128.0,2018
,,2018
-26.6756,133.382,2018
22.8,80.0,2018
,,2018
65.2444,92.632,2018
49.0,32.0,2018
,,2018
21.8244,-103.618,2018
40.83,-98.58,2018
,,2018
63.8244,9.382,2018
54.6,-2.0,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
40.2,-3.5,2018
,,2018
12.8244,99.382,2018
-25.5,135.0,2018
,,2018
2.8244,-74.868,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
35.84,103.45,2018
,,2018
12.8244,99.382,2018
22.8,80.0,2018
,,2018
12.8244,99.382,2018
52.32,5.55,2018
,,2018
39.6544,-100.198,2018
22.8,80.0,2018
,,2018
7.8244,6.382,2018
40.83,-98.58,2018
,,2018
-14.1756,-54.618,2018
4.0,-73.25,2018
,,2018
12.8244,99.382,2018
47.0,2.0,2018
,,2018
22.5444,42.502,2018
36.0,128.0,2018
,,2018
22.5444,42.502,2018
38.5,23.0,2018
,,2018
7.8244,6.382,2018
40.2,-3.5,2018
,,2018
65.2444,92.632,2018
24.0,121.0,2018
,,2018
22.5444,42.502,2018
22.8,80.0,2018
,,2018
65.2444,92.632,2018
52.0,19.0,2018
,,2018
22.5444,42.502,2018
47.0,2.0,2018
,,2018
12.8244,99.382,2018
36.0,128.0,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
65.2444,92.632,2018
42.5,12.5,2018
,,2018
53.4244,-3.618,2018
36.0,128.0,2018
,,2018
7.8244,6.382,2018
47.0,2.0,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
63.8244,9.382,2018
54.6,-2.0,2018
,,2018
65.2444,92.632,2018
65.0,27.0,2018
,,2018
63.8244,9.382,2018
54.6,-2.0,2018
,,2018
39.6544,-100.198,2018
54.6,-2.0,2018
,,2018
53.4244,-3.618,2018
51.0,10.0,2018
,,2018
22.5444,42.502,2018
52.32,5.55,2018
,,2018
22.5444,42.502,2018
35.84,103.45,2018
,,2018
22.5444,42.502,2018
35.84,103.45,2018
,,2018
65.2444,92.632,2018
35.0,136.0,2018
,,2018
-26.6756,133.382,2018
24.0,121.0,2018
,,2018
-14.1756,-54.618,2018
40.83,-98.58,2018
,,2018
-26.6756,133.382,2018
14.0,101.0,2018
,,2018
22.5444,42.502,2018
-29.0,24.0,2018
,,2018
7.8244,6.382,2018
51.0,10.0,2018
,,2018
22.5444,42.502,2018
14.0,101.0,2018
,,2018
-26.6756,133.382,2018
35.0,136.0,2018
,,2018
22.5444,42.502,2018
35.84,103.45,2018
,,2018
65.2444,92.632,2018
42.5,12.5,2018
,,2018
7.8244,6.382,2018
54.6,-2.0,2018
,,2018
12.8244,99.382,2018
40.2,-3.5,2018
,,2018
7.8244,6.382,2018
42.5,12.5,2018
,,2018
-14.1756,-54.618,2018
24.0,121.0,2018
,,2018
-26.6756,133.382,2018
35.84,103.45,2018
,,2018
-26.6756,133.382,2018
35.84,103.45,2018
,,2018
-26.6756,133.382,2018
35.84,103.45,2018
,,2018
-30.1756,22.382,2018
22.8,80.0,2018
,,2018
7.8244,6.382,2018
24.0,121.0,2018
,,2018
12.8244,99.382,2018
46.8,8.23,2018
,,2018
63.8244,9.382,2018
52.32,5.55,2018
,,2018
2.8244,-74.868,2018
24.0,121.0,2018
,,2018
39.6544,-100.198,2018
4.0,-73.25,2018
,,2018
-26.6756,133.382,2018
35.0,136.0,2018
,,2018
65.2444,92.632,2018
23.72,44.12,2018
,,2018
12.8244,99.382,2018
48.0,14.0,2018
,,2018
53.4244,-3.618,2018
40.83,-98.58,2018
,,2018
-26.6756,133.382,2018
35.84,103.45,2018
,,2018
-26.6756,133.382,2018
22.8,80.0,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
12.8244,99.382,2018
35.84,103.45,2018
,,2018
12.8244,99.382,2018
23.72,44.12,2018
,,2018
22.5444,42.502,2018
22.8,80.0,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
14.0,101.0,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
36.0,128.0,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
60.0,-106.0,2018
,,2018
24.1756,-103.618,2018
40.83,-98.58,2018
,,2018
37.0156,101.832,2018
14.0,101.0,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
52.1756,8.382,2018
35.84,103.45,2018
,,2018
61.1756,-107.618,2018
40.83,-98.58,2018
,,2018
15.1756,99.382,2018
22.8,80.0,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
60.0,-106.0,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
37.0156,101.832,2018
35.0,136.0,2018
,,2018
15.1756,99.382,2018
35.0,136.0,2018
,,2018
52.1756,8.382,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
22.8,80.0,2018
,,2018
37.0156,101.832,2018
14.0,101.0,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
14.0,101.0,2018
,,2018
42.0056,-100.198,2018
60.0,-106.0,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
36.1756,134.382,2018
40.83,-98.58,2018
,,2018
37.0156,101.832,2018
36.0,128.0,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
5.1756,-74.868,2018
35.84,103.45,2018
,,2018
48.1756,0.382,2018
51.0,10.0,2018
,,2018
24.8956,42.502,2018
35.84,103.45,2018
,,2018
5.1756,-74.868,2018
35.84,103.45,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
15.1756,99.382,2018
40.83,-98.58,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
4.0,-73.25,2018
,,2018
15.1756,99.382,2018
36.0,128.0,2018
,,2018
37.1756,126.382,2018
24.0,121.0,2018
,,2018
15.1756,99.382,2018
24.0,121.0,2018
,,2018
37.0156,101.832,2018
23.0,-102.0,2018
,,2018
52.1756,8.382,2018
40.83,-98.58,2018
,,2018
52.1756,8.382,2018
54.6,-2.0,2018
,,2018
36.1756,134.382,2018
36.0,128.0,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
15.1756,99.382,2018
-1.0,115.0,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
15.1756,99.382,2018
35.0,136.0,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
24.8956,42.502,2018
22.8,80.0,2018
,,2018
37.0156,101.832,2018
40.83,-98.58,2018
,,2018
37.0156,101.832,2018
40.83,-98.58,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
41.3756,-5.118,2018
51.0,10.0,2018
,,2018
24.8956,42.502,2018
35.84,103.45,2018
,,2018
48.1756,0.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
35.84,103.45,2018
,,2018
5.1756,-74.868,2018
-13.0,-53.0,2018
,,2018
24.8956,42.502,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
14.0,101.0,2018
,,2018
52.1756,8.382,2018
36.0,128.0,2018
,,2018
24.8956,42.502,2018
35.84,103.45,2018
,,2018
52.1756,8.382,2018
40.2,-3.5,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
37.1756,126.382,2018
35.84,103.45,2018
,,2018
15.1756,99.382,2018
51.0,10.0,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
0.1756,113.382,2018
14.0,101.0,2018
,,2018
42.0056,-100.198,2018
35.0,136.0,2018
,,2018
42.0056,-100.198,2018
36.0,128.0,2018
,,2018
48.1756,0.382,2018
40.2,-3.5,2018
,,2018
42.0056,-100.198,2018
23.0,-102.0,2018
,,2018
53.1756,17.382,2018
51.0,10.0,2018
,,2018
52.1756,8.382,2018
35.84,103.45,2018
,,2018
15.1756,99.382,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
23.72,44.12,2018
,,2018
37.0156,101.832,2018
14.0,101.0,2018
,,2018
23.9756,78.382,2018
14.0,101.0,2018
,,2018
37.0156,101.832,2018
40.83,-98.58,2018
,,2018
50.6756,14.382,2018
51.0,10.0,2018
,,2018
15.1756,99.382,2018
36.0,128.0,2018
,,2018
52.1756,8.382,2018
35.84,103.45,2018
,,2018
37.0156,101.832,2018
35.0,136.0,2018
,,2018
36.1756,134.382,2018
35.84,103.45,2018
,,2018
42.0056,-100.198,2018
60.0,-106.0,2018
,,2018
52.1756,8.382,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
33.098,136.618,2018
36.0,128.0,2018
,,2018
45.098,2.618,2018
50.64,4.67,2018
,,2018
38.928,-97.962,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
51.098,-7.382,2018
60.0,-106.0,2018
,,2018
12.098,101.618,2018
36.0,128.0,2018
,,2018
38.928,-97.962,2018
35.84,103.45,2018
,,2018
50.418,6.168,2018
53.0,-8.0,2018
,,2018
38.928,-97.962,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
52.698,-1.382,2018
53.0,-8.0,2018
,,2018
45.098,2.618,2018
53.0,-8.0,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
38.298,-2.882,2018
47.0,2.0,2018
,,2018
33.098,136.618,2018
-1.0,115.0,2018
,,2018
64.518,94.868,2018
35.84,103.45,2018
,,2018
64.518,94.868,2018
39.0,36.0,2018
,,2018
44.898,8.848,2018
49.77,6.13,2018
,,2018
38.928,-97.962,2018
53.0,-8.0,2018
,,2018
38.928,-97.962,2018
22.8,80.0,2018
,,2018
38.298,-2.882,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
49.098,10.618,2018
53.0,-8.0,2018
,,2018
45.098,2.618,2018
50.64,4.67,2018
,,2018
44.898,8.848,2018
47.0,2.0,2018
,,2018
48.738,5.288,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
44.898,8.848,2018
47.0,2.0,2018
,,2018
48.738,5.288,2018
47.0,2.0,2018
,,2018
45.098,2.618,2018
50.64,4.67,2018
,,2018
38.298,-2.882,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
51.098,-7.382,2018
46.8,8.23,2018
,,2018
33.098,136.618,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
-1.0,115.0,2018
,,2018
12.098,101.618,2018
-25.5,135.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
51.098,-7.382,2018
46.8,8.23,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
52.698,-1.382,2018
40.83,-98.58,2018
,,2018
7.098,8.618,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
51.0,10.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
44.898,8.848,2018
49.77,6.13,2018
,,2018
44.898,8.848,2018
47.0,2.0,2018
,,2018
48.738,5.288,2018
52.32,5.55,2018
,,2018
12.098,101.618,2018
54.6,-2.0,2018
,,2018
7.098,8.618,2018
47.0,2.0,2018
,,2018
38.928,-97.962,2018
35.84,103.45,2018
,,2018
38.928,-97.962,2018
35.84,103.45,2018
,,2018
48.738,5.288,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
38.928,-97.962,2018
35.0,136.0,2018
,,2018
63.098,11.618,2018
56.0,10.0,2018
,,2018
33.098,136.618,2018
14.0,101.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
40.598,13.118,2018
40.83,-98.58,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
48.738,5.288,2018
47.0,2.0,2018
,,2018
33.098,136.618,2018
35.84,103.45,2018
,,2018
7.098,8.618,2018
47.0,2.0,2018
,,2018
51.098,-7.382,2018
60.0,-106.0,2018
,,2018
48.738,5.288,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
-25.5,135.0,2018
,,2018
-27.402,135.618,2018
14.0,101.0,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
-27.402,135.618,2018
14.0,101.0,2018
,,2018
12.098,101.618,2018
40.83,-98.58,2018
,,2018
52.698,-1.382,2018
36.0,128.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
38.298,-2.882,2018
47.0,2.0,2018
,,2018
12.098,101.618,2018
35.0,136.0,2018
,,2018
49.098,10.618,2018
56.0,10.0,2018
,,2018
47.868,6.748,2018
51.0,10.0,2018
,,2018
64.518,94.868,2018
39.0,36.0,2018
,,2018
12.098,101.618,2018
-1.0,115.0,2018
,,2018
33.098,136.618,2018
35.84,103.45,2018
,,2018
21.818,44.738,2018
35.84,103.45,2018
,,2018
38.928,-97.962,2018
35.84,103.45,2018
,,2018
38.928,-97.962,2018
60.0,-106.0,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
40.598,13.118,2018
47.0,2.0,2018
,,2018
50.418,6.168,2018
50.64,4.67,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
12.098,101.618,2018
22.8,80.0,2018
,,2018
46.098,14.618,2018
51.0,10.0,2018
,,2018
38.298,-2.882,2018
47.0,2.0,2018
,,2018
48.738,5.288,2018
52.32,5.55,2018
,,2018
12.098,101.618,2018
35.84,103.45,2018
,,2018
47.868,6.748,2018
51.0,10.0,2018
,,2018
49.098,10.618,2018
47.0,2.0,2018
,,2018
38.298,-2.882,2018
47.0,2.0,2018
,,2018
36.902,136.618,2018
35.84,103.45,2018
,,2018
5.902,-72.632,2018
40.83,-98.58,2018
,,2018
15.902,101.618,2018
35.0,136.0,2018
,,2018
25.622,44.738,2018
40.83,-98.58,2018
,,2018
5.902,-72.632,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
15.902,101.618,2018
35.84,103.45,2018
,,2018
15.902,101.618,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
54.6,-2.0,2018
,,2018
15.902,101.618,2018
35.84,103.45,2018
,,2018
42.732,-97.962,2018
60.0,-106.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
54.902,-7.382,2018
54.6,-2.0,2018
,,2018
56.502,-1.382,2018
40.83,-98.58,2018
,,2018
54.902,-7.382,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
42.732,-97.962,2018
54.6,-2.0,2018
,,2018
48.702,8.848,2018
40.83,-98.58,2018
,,2018
10.902,8.618,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
56.502,-1.382,2018
51.0,10.0,2018
,,2018
42.732,-97.962,2018
14.0,101.0,2018
,,2018
56.502,-1.382,2018
40.83,-98.58,2018
,,2018
54.222,6.168,2018
53.0,-8.0,2018
,,2018
42.732,-97.962,2018
51.0,10.0,2018
,,2018
51.672,6.748,2018
46.8,8.23,2018
,,2018
54.222,6.168,2018
53.0,-8.0,2018
,,2018
48.702,8.848,2018
49.77,6.13,2018
,,2018
52.902,10.618,2018
40.83,-98.58,2018
,,2018
56.502,-1.382,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
48.702,8.848,2018
51.0,10.0,2018
,,2018
5.902,-72.632,2018
40.83,-98.58,2018
,,2018
15.902,101.618,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
35.0,136.0,2018
,,2018
42.732,-97.962,2018
60.0,-106.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
36.902,136.618,2018
36.0,128.0,2018
,,2018
15.902,101.618,2018
40.83,-98.58,2018
,,2018
48.702,8.848,2018
40.83,-98.58,2018
,,2018
56.502,-1.382,2018
53.0,-8.0,2018
,,2018
42.732,-97.962,2018
66.42,94.25,2018
,,2018
24.702,80.618,2018
40.83,-98.58,2018
,,2018
15.902,101.618,2018
-25.5,135.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
48.902,2.618,2018
51.0,10.0,2018
,,2018
15.902,101.618,2018
56.0,10.0,2018
,,2018
36.902,136.618,2018
14.0,101.0,2018
,,2018
48.902,2.618,2018
9.0,8.0,2018
,,2018
48.902,2.618,2018
40.83,-98.58,2018
,,2018
52.902,10.618,2018
35.84,103.45,2018
,,2018
54.902,-7.382,2018
54.6,-2.0,2018
,,2018
15.902,101.618,2018
51.0,10.0,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
15.902,101.618,2018
49.77,6.13,2018
,,2018
36.902,136.618,2018
40.83,-98.58,2018
,,2018
37.742,104.068,2018
47.0,2.0,2018
,,2018
25.622,44.738,2018
56.0,10.0,2018
,,2018
56.502,-1.382,2018
40.83,-98.58,2018
,,2018
54.222,6.168,2018
53.0,-8.0,2018
,,2018
15.902,101.618,2018
40.83,-98.58,2018
,,2018
61.902,-105.382,2018
40.83,-98.58,2018
,,2018
56.502,-1.382,2018
40.83,-98.58,2018
,,2018
52.902,10.618,2018
49.77,6.13,2018
,,2018
42.732,-97.962,2018
60.0,-106.0,2018
,,2018
56.502,-1.382,2018
66.42,94.25,2018
,,2018
42.732,-97.962,2018
35.84,103.45,2018
,,2018
51.672,6.748,2018
54.6,-2.0,2018
,,2018
42.732,-97.962,2018
35.0,136.0,2018
,,2018
42.732,-97.962,2018
4.0,-73.25,2018
,,2018
42.732,-97.962,2018
53.0,-8.0,2018
,,2018
15.902,101.618,2018
40.83,-98.58,2018
,,2018
36.902,136.618,2018
40.83,-98.58,2018
,,2018
52.902,10.618,2018
54.6,-2.0,2018
,,2018
54.222,6.168,2018
51.0,10.0,2018
,,2018
48.902,2.618,2018
54.6,-2.0,2018
,,2018
56.502,-1.382,2018
40.83,-98.58,2018
,,2018
54.902,-7.382,2018
66.42,94.25,2018
,,2018
36.902,136.618,2018
35.84,103.45,2018
,,2018
15.902,101.618,2018
40.83,-98.58,2018
,,2018
15.902,101.618,2018
35.0,136.0,2018
,,2018
52.902,10.618,2018
40.83,-98.58,2018
,,2018
54.222,6.168,2018
53.0,-8.0,2018
,,2018
48.702,8.848,2018
40.83,-98.58,2018
,,2018
54.222,6.168,2018
66.42,94.25,2018
,,2018
15.902,101.618,2018
35.84,103.45,2018
,,2018
54.902,-7.382,2018
40.83,-98.58,2018
,,2018
54.222,6.168,2018
40.83,-98.58,2018
,,2018
48.702,8.848,2018
66.42,94.25,2018
,,2018
25.622,44.738,2018
40.83,-98.58,2018
,,2018
52.902,10.618,2018
54.6,-2.0,2018
,,2018
54.222,6.168,2018
53.0,-8.0,2018
,,2018
48.902,2.618,2018
40.83,-98.58,2018
,,2018
42.732,-97.962,2018
46.8,8.23,2018
,,2018
15.902,101.618,2018
35.84,103.45,2018
,,2018
54.902,-7.382,2018
49.77,6.13,2018
,,2018
42.732,-97.962,2018
51.0,10.0,2018
,,2018
14.0,103.0,2019
35.0,136.0,2019
,,2019
14.0,103.0,2019
35.84,103.45,2019
,,2019
14.0,103.0,2019
35.84,103.45,2019
,,2019
14.0,103.0,2019
35.84,103.45,2019
,,2019
66.42,96.25,2019
23.72,44.12,2019
,,2019
23.0,-100.0,2019
40.83,-98.58,2019
,,2019
40.83,-96.58,2019
35.84,103.45,2019
,,2019
14.0,103.0,2019
35.84,103.45,2019
,,2019
14.0,103.0,2019
35.84,103.45,2019
,,2019
22.8,82.0,2019
14.0,101.0,2019
,,2019
